no_trees,depth,no_features,no_thresholds,no_leaves,our_bits,lgb_bits,logloss,rmse,accuracy,tinygbdt_penalty_feature,tinygbdt_penalty_split,max_trees
43,5,9,1300,910,66896,98400,0,0.534012,0.7823817173860433,0.000976562,0.0078125,100
14,7,9,1408,982,78237,108784,0,0.618125,0.7084279970043843,0.000976562,0.0078125,100
77,3,9,821,572,37633,57824,0,0.553032,0.766603597,0.000976562,0.0078125,200
43,5,9,1300,910,66896,98400,0,0.534012,0.7823817173860433,0.000976562,0.0078125,200
14,7,9,1408,982,78237,108784,0,0.618125,0.7084279970043843,0.000976562,0.0078125,200
80,3,9,768,605,35997,61280,0,0.0,0.7701956440913018,0.000976562,0.0078125,500
43,5,9,1300,910,66896,98400,0,0.534012,0.7823817173860433,0.000976562,0.0078125,500
14,7,9,1408,982,78237,108784,0,0.618125,0.7084279970043843,0.000976562,0.0078125,500
77,3,9,821,572,37633,57824,0,0.553032,0.766603597,0.000976562,0.0078125,1000
43,5,9,1300,910,66896,98400,0,0.534012,0.7823817173860433,0.000976562,0.0078125,1000
14,7,9,1408,982,78237,108784,0,0.618125,0.7084279970043843,0.000976562,0.0078125,1000
77,3,9,821,572,37633,57824,0,0.553032,0.766603597,0.000976562,0.0078125,5000
43,5,9,1300,910,66896,98400,0,0.534012,0.7823817173860433,0.000976562,0.0078125,5000
14,7,9,1408,982,78237,108784,0,0.618125,0.7084279970043843,0.000976562,0.0078125,5000
77,3,9,821,572,37633,57824,0,0.553032,0.766603597,0.000976562,0.0078125,10000
43,5,9,1300,910,66896,98400,0,0.534012,0.7823817173860433,0.000976562,0.0078125,10000
14,7,9,1408,982,78237,108784,0,0.618125,0.7084279970043843,0.000976562,0.0078125,10000
77,3,9,821,572,37633,57824,0,0.553032,0.766603597,0.000976562,0.0078125,100000
43,5,9,1300,910,66896,98400,0,0.534012,0.7823817173860433,0.000976562,0.0078125,100000
14,7,9,1408,982,78237,108784,0,0.618125,0.7084279970043843,0.000976562,0.0078125,100000
4,3,6,67,40,2658,4080,0,0.0,0.3533154772742178,0.000976562,0.015625,5
4,5,9,264,156,11091,17072,0,0.875895,0.4145399890702298,0.000976562,0.015625,5
4,7,9,672,425,32259,47200,0,0.844369,0.4559262423407673,0.000976562,0.015625,5
9,3,8,126,80,5164,8160,0,0.0,0.5003025352562338,0.000976562,0.015625,10
9,5,9,487,309,21376,33808,0,0.736418,0.5861505541790198,0.000976562,0.015625,10
9,7,9,959,645,52450,71440,0,0.695163,0.6312204684826085,0.000976562,0.015625,10
14,3,8,184,120,7546,12240,0,0.0,0.5745012526614608,0.000976562,0.015625,15
14,5,9,669,438,30057,47856,0,0.663144,0.6644104195892759,0.000976562,0.015625,15
14,7,9,1138,786,68273,86832,0,0.623132,0.7036851122487391,0.000976562,0.015625,15
19,3,8,238,160,10025,16320,0,0.0,0.6225075302596457,0.000976562,0.015625,20
19,5,9,812,540,37894,58880,0,0.61744,0.709073501,0.000976562,0.015625,20
19,7,9,1226,861,80491,94832,0,0.59319,0.7314778134871419,0.000976562,0.015625,20
29,3,8,337,239,14361,24368,0,0.0,0.6975921912230021,0.000976562,0.015625,30
29,5,9,983,676,48739,73312,0,0.567791,0.7539803087853874,0.000976562,0.015625,30
29,7,9,1354,965,103092,105680,0,0.560509,0.7602500325699568,0.000976562,0.015625,30
39,3,9,428,311,19085,31632,0,0.0,0.724471047,0.000976562,0.015625,40
36,5,9,1067,740,55067,79920,0,0.54977,0.7693490351209309,0.000976562,0.015625,40
31,7,9,1379,984,107582,107648,0,0.554782,0.7651240693208448,0.000976562,0.015625,40
49,3,9,511,380,23014,38560,0,0.0,0.7431602178087156,0.000976562,0.015625,50
36,5,9,1067,740,55067,79920,0,0.54977,0.7693490351209309,0.000976562,0.015625,50
31,7,9,1379,984,107582,107648,0,0.554782,0.7651240693208448,0.000976562,0.015625,50
68,3,9,624,483,28967,48576,0,0.0,0.7599673686792199,0.000976562,0.015625,100
36,5,9,1067,740,55067,79920,0,0.54977,0.7693490351209309,0.000976562,0.015625,100
31,7,9,1379,984,107582,107648,0,0.554782,0.7651240693208448,0.000976562,0.015625,100
64,3,9,678,464,30572,46768,0,0.563143,0.7579917800659841,0.000976562,0.015625,200
36,5,9,1067,740,55067,79920,0,0.54977,0.7693490351209309,0.000976562,0.015625,200
31,7,9,1379,984,107582,107648,0,0.554782,0.7651240693208448,0.000976562,0.015625,200
68,3,9,624,483,28967,48576,0,0.0,0.7599673686792199,0.000976562,0.015625,500
36,5,9,1067,740,55067,79920,0,0.54977,0.7693490351209309,0.000976562,0.015625,500
31,7,9,1379,984,107582,107648,0,0.554782,0.7651240693208448,0.000976562,0.015625,500
64,3,9,678,464,30572,46768,0,0.563143,0.7579917800659841,0.000976562,0.015625,1000
36,5,9,1067,740,55067,79920,0,0.54977,0.7693490351209309,0.000976562,0.015625,1000
31,7,9,1379,984,107582,107648,0,0.554782,0.7651240693208448,0.000976562,0.015625,1000
64,3,9,678,464,30572,46768,0,0.563143,0.7579917800659841,0.000976562,0.015625,5000
36,5,9,1067,740,55067,79920,0,0.54977,0.7693490351209309,0.000976562,0.015625,5000
31,7,9,1379,984,107582,107648,0,0.554782,0.7651240693208448,0.000976562,0.015625,5000
64,3,9,678,464,30572,46768,0,0.563143,0.7579917800659841,0.000976562,0.015625,10000
36,5,9,1067,740,55067,79920,0,0.54977,0.7693490351209309,0.000976562,0.015625,10000
31,7,9,1379,984,107582,107648,0,0.554782,0.7651240693208448,0.000976562,0.015625,10000
64,3,9,678,464,30572,46768,0,0.563143,0.7579917800659841,0.000976562,0.015625,100000
36,5,9,1067,740,55067,79920,0,0.54977,0.7693490351209309,0.000976562,0.015625,100000
31,7,9,1379,984,107582,107648,0,0.554782,0.7651240693208448,0.000976562,0.015625,100000
4,3,6,67,40,2658,4080,0,0.0,0.3533154772742178,0.000976562,0.03125,5
4,5,9,262,155,11025,16960,0,0.875894,0.414541219,0.000976562,0.03125,5
4,7,9,565,350,28429,38800,0,0.847659,0.4516788165185424,0.000976562,0.03125,5
9,3,8,126,80,5164,8160,0,0.0,0.5003025352562338,0.000976562,0.03125,10
9,5,9,470,297,20777,32464,0,0.736817,0.5857020306646152,0.000976562,0.03125,10
9,7,9,769,502,44107,55424,0,0.704818,0.620906253,0.000976562,0.03125,10
14,3,8,184,120,7546,12240,0,0.0,0.5745012526614608,0.000976562,0.03125,15
14,5,9,608,398,27901,43376,0,0.666478,0.6610274275616752,0.000976562,0.03125,15
14,7,9,889,593,58926,65216,0,0.637773,0.6895974252716268,0.000976562,0.03125,15
19,3,8,238,160,10025,16320,0,0.0,0.6225075302596457,0.000976562,0.03125,20
19,5,9,709,475,33611,51600,0,0.628303,0.6987469676387337,0.000976562,0.03125,20
19,7,9,966,653,70682,71536,0,0.607267,0.7185816322543581,0.000976562,0.03125,20
29,3,8,334,237,14257,24144,0,0.0,0.6974315035162573,0.000976562,0.03125,30
29,5,9,832,571,43140,61552,0,0.575954,0.7468552445893958,0.000976562,0.03125,30
29,7,9,1062,735,92095,79920,0,0.569839,0.7522025831065563,0.000976562,0.03125,30
39,3,9,415,302,18630,30624,0,0.0,0.7262488676672714,0.000976562,0.03125,40
