model,dataset,max_trees,no_trees,depth,alpha,train_loss,test_accuracy,val_acc,nodes
cegb,kr-vs-kp,2,1,2,0.25,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,64,8,4,0.0625,0.9382608695652174,0.96484375,0.940625,82
cegb,kr-vs-kp,1,1,4,0.015625,0.9382608695652174,0.96484375,0.940625,13
cegb,kr-vs-kp,64,26,8,0.0078125,0.9765217391304348,0.98046875,0.9671875,852
cegb,kr-vs-kp,1024,26,8,0.0078125,0.9765217391304348,0.98046875,0.9671875,852
cegb,kr-vs-kp,256,14,4,0.03125,0.9382608695652174,0.96484375,0.940625,148
cegb,kr-vs-kp,64,1,2,0.25,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,4,4,2,0.0,0.9047826086956522,0.93359375,0.890625,22
cegb,kr-vs-kp,2,2,1,0.0,0.5213043478260869,0.5546875,0.5125,6
cegb,kr-vs-kp,8,8,1,0.015625,0.9047826086956522,0.93359375,0.890625,24
cegb,kr-vs-kp,32,20,4,0.015625,0.9382608695652174,0.96484375,0.940625,228
cegb,kr-vs-kp,128,1,2,0.5,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,1024,4,2,0.125,0.9047826086956522,0.93359375,0.890625,22
cegb,kr-vs-kp,512,1,1,0.25,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,1024,14,4,0.03125,0.9382608695652174,0.96484375,0.940625,148
cegb,kr-vs-kp,1,1,2,0.0625,0.7791304347826087,0.80078125,0.7625,5
cegb,kr-vs-kp,1024,1,4,0.25,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,512,10,2,0.0625,0.9047826086956522,0.93359375,0.890625,56
cegb,kr-vs-kp,1024,1,1,0.5,0.5213043478260869,0.5546875,0.5125,1
cegb,covtype,1,1,1,0.0,0.6685997590407528,0.6657774144274005,0.668012013459205,3
cegb,kr-vs-kp,4,4,8,0.03125,0.9608695652173913,0.97265625,0.9625,108
cegb,covtype,4,4,4,0.0,0.7542956722954237,0.7523719369204621,0.752897945836166,124
cegb,covtype,1,1,8,0.015625,0.7602168633225603,0.759213442051591,0.7579580561603401,61
cegb,kr-vs-kp,16,16,1,0.03125,0.9047826086956522,0.93359375,0.890625,48
cegb,covtype,1,1,2,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1
cegb,covtype,8,8,2,0.015625,0.7305917844370924,0.7293948064800672,0.729284097656687,56
cegb,kr-vs-kp,16,16,2,0.0078125,0.9047826086956522,0.93359375,0.890625,90
cegb,covtype,2,1,4,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1
cegb,covtype,4,4,1,0.015625,0.6685997590407528,0.6657774144274005,0.668012013459205,12
cegb,covtype,2,2,8,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,10
cegb,covtype,4,1,8,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1
cegb,kr-vs-kp,64,1,1,0.5,0.5213043478260869,0.5546875,0.5125,1
cegb,covtype,1,1,4,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,5
cegb,covtype,2,2,2,0.0,0.7305917844370924,0.7293948064800672,0.729284097656687,14
cegb,kr-vs-kp,8,1,4,0.5,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,2,2,8,0.0078125,0.9652173913043478,0.96875,0.9640625,78
cegb,kr-vs-kp,256,10,2,0.0625,0.9047826086956522,0.93359375,0.890625,56
cegb,kr-vs-kp,1,1,1,0.125,0.5213043478260869,0.5546875,0.5125,3
cegb,kr-vs-kp,8,3,8,0.125,0.9382608695652174,0.96484375,0.940625,29
cegb,kr-vs-kp,128,8,4,0.0625,0.9382608695652174,0.96484375,0.940625,82
cegb,kr-vs-kp,32,7,1,0.125,0.9047826086956522,0.93359375,0.890625,21
cegb,kr-vs-kp,2,2,4,0.03125,0.9382608695652174,0.96484375,0.940625,22
cegb,kr-vs-kp,512,20,4,0.015625,0.9382608695652174,0.96484375,0.940625,228
cegb,kr-vs-kp,4,3,4,0.125,0.9382608695652174,0.96484375,0.940625,29
cegb,kr-vs-kp,32,20,2,0.03125,0.9382608695652174,0.96484375,0.940625,116
cegb,kr-vs-kp,16,1,8,0.5,0.5213043478260869,0.5546875,0.5125,1
cegb,covtype,16,1,1,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1
cegb,covtype,8,5,1,0.0625,0.7292746361706604,0.7283621264602741,0.728277238969734,15
cegb,kr-vs-kp,256,1,1,0.25,0.5213043478260869,0.5546875,0.5125,1
cegb,covtype,16,4,2,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,20
cegb,kr-vs-kp,1,1,4,0.0078125,0.9382608695652174,0.96484375,0.940625,13
cegb,kr-vs-kp,2,2,2,0.125,0.9047826086956522,0.93359375,0.890625,10
cegb,kr-vs-kp,128,128,1,0.0,0.9360869565217391,0.95703125,0.9390625,384
cegb,kr-vs-kp,64,14,4,0.03125,0.9382608695652174,0.96484375,0.940625,148
cegb,kr-vs-kp,2,1,1,0.5,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,64,4,2,0.125,0.9047826086956522,0.93359375,0.890625,22
cegb,kr-vs-kp,256,20,4,0.015625,0.9382608695652174,0.96484375,0.940625,228
cegb,kr-vs-kp,1,1,2,0.03125,0.7791304347826087,0.80078125,0.7625,5
cegb,covtype,8,8,8,0.0,0.7870929031764549,0.7861276650674469,0.7854530433809799,488
cegb,kr-vs-kp,128,1,2,0.25,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,512,7,1,0.125,0.9047826086956522,0.93359375,0.890625,21
cegb,kr-vs-kp,4,1,2,0.5,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,1024,20,4,0.015625,0.9382608695652174,0.96484375,0.940625,228
cegb,kr-vs-kp,8,8,1,0.0078125,0.9047826086956522,0.93359375,0.890625,24
cegb,kr-vs-kp,1024,10,2,0.0625,0.9047826086956522,0.93359375,0.890625,56
cegb,kr-vs-kp,1024,1,1,0.25,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,32,26,4,0.0078125,0.9426086956521739,0.96484375,0.9453125,302
cegb,kr-vs-kp,1024,3,4,0.125,0.9382608695652174,0.96484375,0.940625,29
cegb,kr-vs-kp,512,20,2,0.03125,0.9382608695652174,0.96484375,0.940625,116
cegb,covtype,16,13,4,0.015625,0.7483003767378708,0.7475097351606033,0.74734731461322,237
cegb,covtype,32,32,1,0.0,0.7314547436461342,0.7298896323228846,0.7301446606369887,96
cegb,covtype,32,1,2,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1
cegb,kr-vs-kp,16,16,1,0.015625,0.9047826086956522,0.93359375,0.890625,48
cegb,kr-vs-kp,4,4,8,0.015625,0.9608695652173913,0.97265625,0.9625,116
cegb,kr-vs-kp,16,16,4,0.0,0.9382608695652174,0.96484375,0.940625,278
cegb,kr-vs-kp,8,8,8,0.0625,0.957391304347826,0.97265625,0.95625,110
cegb,kr-vs-kp,8,1,4,0.25,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,4,4,1,0.0,0.7582608695652174,0.7734375,0.734375,12
cegb,kr-vs-kp,128,14,4,0.03125,0.9382608695652174,0.96484375,0.940625,148
cegb,kr-vs-kp,2,2,4,0.015625,0.9382608695652174,0.96484375,0.940625,22
cegb,kr-vs-kp,4,4,4,0.0625,0.9382608695652174,0.96484375,0.940625,42
cegb,kr-vs-kp,1,1,1,0.0625,0.5213043478260869,0.5546875,0.5125,3
cegb,kr-vs-kp,64,1,1,0.25,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,256,20,2,0.03125,0.9382608695652174,0.96484375,0.940625,116
cegb,kr-vs-kp,32,22,1,0.0625,0.9047826086956522,0.93359375,0.890625,66
cegb,kr-vs-kp,2,1,1,0.25,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,256,7,1,0.125,0.9047826086956522,0.93359375,0.890625,21
cegb,kr-vs-kp,512,26,4,0.0078125,0.9426086956521739,0.96484375,0.9453125,302
cegb,kr-vs-kp,32,32,2,0.015625,0.9382608695652174,0.96484375,0.940625,188
cegb,kr-vs-kp,16,1,8,0.25,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,128,1,1,0.5,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,256,26,4,0.0078125,0.9426086956521739,0.96484375,0.9453125,302
cegb,kr-vs-kp,2,2,2,0.0625,0.9047826086956522,0.93359375,0.890625,10
cegb,kr-vs-kp,64,20,4,0.015625,0.9382608695652174,0.96484375,0.940625,228
cegb,kr-vs-kp,128,4,2,0.125,0.9047826086956522,0.93359375,0.890625,22
cegb,kr-vs-kp,64,10,2,0.0625,0.9047826086956522,0.93359375,0.890625,56
cegb,kr-vs-kp,1,1,2,0.015625,0.7791304347826087,0.80078125,0.7625,5
lgbm_base,breastcancer,8,8,2,0.0,0.9731051344743277,1.0,0.9298245614035088,56
lgbm_quant,breastcancer,8,8,2,0.0,0.9731051344743277,1.0,0.9298245614035088,56
cegb,kr-vs-kp,1,1,8,0.0,0.9617391304347827,0.96875,0.9421875,51
cegb,kr-vs-kp,32,32,8,0.0,0.9773913043478261,0.98046875,0.9671875,1932
cegb,kr-vs-kp,1024,20,2,0.03125,0.9382608695652174,0.96484375,0.940625,116
cegb,kr-vs-kp,8,8,2,0.0,0.9047826086956522,0.93359375,0.890625,50
cegb,kr-vs-kp,4,1,2,0.25,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,512,22,1,0.0625,0.9047826086956522,0.93359375,0.890625,66
cegb,kr-vs-kp,1024,7,1,0.125,0.9047826086956522,0.93359375,0.890625,21
cegb,kr-vs-kp,512,32,2,0.015625,0.9382608695652174,0.96484375,0.940625,188
cegb,covtype,1,1,1,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1
cegb,covtype,4,1,4,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1
cegb,covtype,2,1,4,0.125,0.7305917844370924,0.7293948064800672,0.729284097656687,5
cegb,covtype,1,1,2,0.125,0.7305917844370924,0.7293948064800672,0.729284097656687,5
cegb,covtype,1,1,8,0.0078125,0.7541809297967146,0.7521783094167509,0.7516759464041376,61
cegb,covtype,8,8,2,0.0078125,0.7305917844370924,0.7293948064800672,0.729284097656687,56
cegb,covtype,2,2,8,0.03125,0.7587347727142338,0.7571050536778469,0.7567876905071298,66
cegb,covtype,4,1,8,0.125,0.7305917844370924,0.7293948064800672,0.729284097656687,5
cegb,covtype,4,4,1,0.0078125,0.6685997590407528,0.6657774144274005,0.668012013459205,12
cegb,covtype,2,1,2,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1
cegb,covtype,1,1,4,0.03125,0.7363934520280737,0.7360211699404058,0.7350498696247085,31
cegb,kr-vs-kp,16,16,1,0.0078125,0.9047826086956522,0.93359375,0.890625,48
cegb,covtype,8,8,1,0.03125,0.7292746361706604,0.7283621264602741,0.728277238969734,24
cegb,kr-vs-kp,4,1,1,0.5,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,16,1,4,0.5,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,4,4,8,0.0078125,0.9652173913043478,0.96875,0.9640625,144
cegb,kr-vs-kp,8,3,4,0.125,0.9382608695652174,0.96484375,0.940625,29
cegb,kr-vs-kp,8,8,8,0.03125,0.9608695652173913,0.97265625,0.9625,204
cegb,kr-vs-kp,128,20,4,0.015625,0.9382608695652174,0.96484375,0.940625,228
cegb,covtype,8,1,8,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1
cegb,covtype,16,9,2,0.03125,0.7325352355089786,0.7316537940233644,0.7316764627419258,49
cegb,kr-vs-kp,2,2,4,0.0078125,0.9382608695652174,0.96484375,0.940625,28
cegb,kr-vs-kp,1,1,1,0.03125,0.5213043478260869,0.5546875,0.5125,3
cegb,kr-vs-kp,4,4,4,0.03125,0.9382608695652174,0.96484375,0.940625,44
cegb,kr-vs-kp,64,7,1,0.125,0.9047826086956522,0.93359375,0.890625,21
cegb,kr-vs-kp,32,32,1,0.03125,0.9047826086956522,0.93359375,0.890625,96
cegb,kr-vs-kp,2,2,1,0.125,0.5213043478260869,0.5546875,0.5125,6
cegb,covtype,16,1,1,0.125,0.6685997590407528,0.6657774144274005,0.668012013459205,3
cegb,kr-vs-kp,256,22,1,0.0625,0.9047826086956522,0.93359375,0.890625,66
cegb,kr-vs-kp,32,32,2,0.0078125,0.9382608695652174,0.96484375,0.940625,188
cegb,kr-vs-kp,256,32,2,0.015625,0.9382608695652174,0.96484375,0.940625,188
cegb,kr-vs-kp,128,1,1,0.25,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,2,2,2,0.03125,0.9047826086956522,0.93359375,0.890625,10
cegb,kr-vs-kp,64,26,4,0.0078125,0.9426086956521739,0.96484375,0.9453125,302
cegb,kr-vs-kp,128,10,2,0.0625,0.9047826086956522,0.93359375,0.890625,56
cegb,kr-vs-kp,16,3,8,0.125,0.9382608695652174,0.96484375,0.940625,29
cegb,covtype,32,4,4,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,20
cegb,kr-vs-kp,64,20,2,0.03125,0.9382608695652174,0.96484375,0.940625,116
cegb,kr-vs-kp,32,1,8,0.5,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,1,1,8,0.5,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,1,1,2,0.0078125,0.7791304347826087,0.80078125,0.7625,5
cegb,kr-vs-kp,4,4,2,0.125,0.9047826086956522,0.93359375,0.890625,22
cegb,kr-vs-kp,512,45,1,0.03125,0.9047826086956522,0.93359375,0.890625,135
cegb,kr-vs-kp,8,1,2,0.5,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,1024,32,2,0.015625,0.9382608695652174,0.96484375,0.940625,188
cegb,covtype,32,13,8,0.015625,0.7698122047771127,0.7691099589079409,0.7687667271929296,641
cegb,covtype,16,16,4,0.0078125,0.7656862557610297,0.7640756438114499,0.7646188136278753,432
cegb,kr-vs-kp,1024,22,1,0.0625,0.9047826086956522,0.93359375,0.890625,66
cegb,kr-vs-kp,512,53,2,0.0078125,0.9382608695652174,0.96484375,0.940625,323
cegb,covtype,64,64,2,0.0,0.761259107685835,0.7603321787397,0.7608581534039569,448
cegb,covtype,32,1,1,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1
cegb,covtype,32,1,2,0.125,0.7305917844370924,0.7293948064800672,0.729284097656687,5
cegb,kr-vs-kp,16,16,2,0.0,0.9047826086956522,0.93359375,0.890625,106
cegb,covtype,64,1,4,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1
lgbm_base,breastcancer,1,1,4,0.0,0.6210268948655256,0.6304347826086957,0.6491228070175439,13
lgbm_quant,breastcancer,1,1,4,0.0,0.6210268948655256,0.6304347826086957,0.6491228070175439,13
cegb,kr-vs-kp,16,1,4,0.25,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,8,8,8,0.015625,0.9656521739130435,0.96875,0.9609375,244
cegb,kr-vs-kp,4,1,1,0.25,0.5213043478260869,0.5546875,0.5125,1
cegb,kr-vs-kp,8,8,1,0.0,0.9047826086956522,0.93359375,0.890625,24
cegb,kr-vs-kp,128,26,4,0.0078125,0.9426086956521739,0.96484375,0.9453125,302
cegb,kr-vs-kp,8,8,4,0.0625,0.9382608695652174,0.96484375,0.940625,82
cegb,kr-vs-kp,256,45,1,0.03125,0.9047826086956522,0.93359375,0.890625,135
cegb,covtype,64,1,8,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1
cegb,kr-vs-kp,4,4,4,0.015625,0.9382608695652174,0.96484375,0.940625,46
cegb,kr-vs-kp,2,2,8,0.0,0.9621739130434782,0.96875,0.959375,106
cegb,kr-vs-kp,1,1,1,0.015625,0.5213043478260869,0.5546875,0.5125,3
cegb,covtype,64,9,8,0.03125,0.7356045973494483,0.7344721499107162,0.7344646867981033,119
cegb,kr-vs-kp,32,32,4,0.0,0.9430434782608695,0.96484375,0.946875,602
cegb,kr-vs-kp,128,7,1,0.125,0.9047826086956522,0.93359375,0.890625,21
