no_trees,depth,no_features,no_thresholds,no_leaves,our_bits,lgb_bits,logloss,rmse,accuracy,tinygbdt_penalty_feature,tinygbdt_penalty_split
11.0,5.0,11.0,148.0,24.0,16470.0,1728.0,0.0,0.0,0.9385964912280702,2.0,0.0625
0.0,5.0,2.0,3.0,2.0,122.0,144.0,0.0,0.0,0.6228070175438597,2.0,16384.0
18.0,5.0,6.0,17.0,41.0,5066.0,3072.0,0.0,0.0,0.956140350877193,1.0,0.015625
32.0,7.0,6.0,51.0,117.0,3026.0,10464.0,0.0,0.0,0.956140350877193,0.25,0.000976562
0.0,3.0,2.0,3.0,2.0,122.0,144.0,0.0,0.0,0.6228070175438597,0.25,16384.0
14.0,5.0,6.0,19.0,53.0,2212.0,4736.0,0.0,0.0,0.956140350877193,0.25,0.0625
4.0,7.0,6.0,42.0,10.0,2455.0,720.0,0.0,0.0,0.9298245614035088,1.0,8.0
12.0,5.0,10.0,106.0,26.0,5836.0,1872.0,0.0,0.0,0.9385964912280702,2.0,0.03125
0.0,3.0,5.0,14.0,2.0,758.0,144.0,0.0,0.0,0.6228070175438597,2.0,1024.0
9.0,3.0,2.0,3.0,46.0,362.0,4352.0,0.0,0.0,0.9649122807017544,0.25,0.000976562
10.0,7.0,2.0,3.0,22.0,362.0,1584.0,0.0,0.0,0.9385964912280702,2.0,0.5
4.0,5.0,2.0,3.0,10.0,170.0,720.0,0.0,0.0,0.9298245614035088,2.0,0.125
23.0,5.0,2.0,3.0,67.0,170.0,5584.0,0.0,0.0,0.956140350877193,0.25,0.125
13.0,5.0,2.0,3.0,30.0,170.0,2240.0,0.0,0.0,0.9473684210526315,1.0,0.5
15.0,7.0,6.0,28.0,34.0,3487.0,2528.0,0.0,0.0,0.956140350877193,1.0,0.25
2.0,3.0,6.0,17.0,6.0,1706.0,432.0,0.0,0.0,0.9035087719298246,0.25,32.0
1.0,3.0,6.0,22.0,4.0,7906.0,288.0,0.0,0.0,0.6228070175438597,1.0,32.0
12.0,5.0,2.0,3.0,26.0,170.0,1872.0,0.0,0.0,0.9385964912280702,2.0,0.000976562
16.0,7.0,12.0,150.0,43.0,7916.0,3456.0,0.0,0.0,0.956140350877193,0.25,0.5
0.0,5.0,6.0,22.0,2.0,2530.0,144.0,0.0,0.0,0.6228070175438597,1.0,256.0
9.0,5.0,6.0,35.0,20.0,12425.0,1440.0,0.0,0.0,0.9385964912280702,2.0,1.0
0.0,5.0,6.0,34.0,2.0,4449.0,144.0,0.0,0.0,0.6228070175438597,2.0,32768.0
0.0,3.0,4.0,9.0,2.0,2235.0,144.0,0.0,0.0,0.6228070175438597,2.0,128.0
1.0,7.0,2.0,3.0,4.0,170.0,288.0,0.0,0.0,0.6228070175438597,2.0,64.0
0.0,7.0,6.0,42.0,2.0,2455.0,144.0,0.0,0.0,0.6228070175438597,1.0,512.0
10.0,7.0,2.0,3.0,22.0,362.0,1584.0,0.0,0.0,0.9385964912280702,2.0,0.5
2.0,5.0,11.0,137.0,6.0,15057.0,432.0,0.0,0.0,0.9035087719298246,0.25,32.0
1.0,5.0,2.0,3.0,4.0,362.0,288.0,0.0,0.0,0.6228070175438597,1.0,64.0
0.0,5.0,2.0,3.0,2.0,122.0,144.0,0.0,0.0,0.6228070175438597,0.25,128.0
12.0,3.0,6.0,29.0,26.0,12228.0,1872.0,0.0,0.0,0.9385964912280702,2.0,0.015625
0.0,5.0,6.0,39.0,2.0,4865.0,144.0,0.0,0.0,0.6228070175438597,2.0,16384.0
0.0,5.0,9.0,88.0,2.0,11305.0,144.0,0.0,0.0,0.6228070175438597,0.25,4096.0
0.0,3.0,5.0,14.0,2.0,1598.0,144.0,0.0,0.0,0.6228070175438597,0.25,32768.0
